"Date","SOYBEANS","CORN","SOYBEAN.OIL","SOYBEAN.MEAL","WHEAT","SUGAR","COFFEE","HRW.WHEAT","COTTON"
"02/19/2019",900.75,369.75,29.74,305.4,489.75,13.35,97.2,460.75,70.41
"02/20/2019",902.5,370.75,29.96,305.2,480.75,13.44,97.55,450,70.28
"02/21/2019",911,375.5,30.49,305.9,486.5,13.24,96.1,455.25,72.19
"02/22/2019",910.25,375.25,30.51,305.6,486.75,13.37,96.45,458.5,71.84
"02/25/2019",911.75,370.5,30.36,305.4,466.75,13.1,96.4,442.25,71.93
"02/26/2019",903.75,366.25,30.09,303.2,460.25,12.88,93.55,435.75,70.85
"02/27/2019",903.5,363.75,29.8,305,461,12.91,95.7,438.75,71.19
"02/28/2019",897.5,362,29.96,302.3,452.5,12.73,95.2,441,71.74
"03/01/2019",899.25,364,29.95,303.3,454,12.62,96.95,440.75,72.73
"03/04/2019",903.25,365,29.78,306.3,446.75,12.36,94.1,434.25,71.97
"03/05/2019",901.25,366,29.73,305.6,454.25,12.44,96.45,444,73.45
"03/06/2019",889.75,362.5,29.51,301.8,440.5,12.16,95.5,431.25,73.05
"03/07/2019",890.75,356,29.41,302,431.5,12.14,93.65,420.25,71.9
"03/08/2019",883.75,354.75,29.39,299.1,432.75,12.18,95.3,424.75,73.49
"03/11/2019",877.75,352.5,29.4,296.7,422.25,12.29,94,414.25,73.2
"03/12/2019",884.75,356.5,29.78,298.3,446.25,12.33,92.8,435.75,74.85
"03/13/2019",889,357.25,29.69,300.2,440.25,12.36,94.45,429.75,75.72
"03/14/2019",889.5,361.5,29.4,301.8,448.25,12.41,93.95,429.75,74.3
"03/15/2019",909.25,373.25,29.43,310.8,462.25,12.52,94.6,443,75.5
"03/18/2019",905.75,371.5,29.44,309.8,456.75,12.84,93.65,436.5,75.27
"03/19/2019",904,371.25,29.24,310.8,456.5,12.78,93.45,435.75,75.65
"03/20/2019",906,371.5,29.27,311.6,464.75,12.74,94.75,444,75.5
"03/21/2019",910.5,376.25,29.1,315.3,466.5,12.5,94.8,447,77.18
"03/22/2019",903.75,378.25,28.66,315,466,12.57,93.9,445,76.58
"03/25/2019",906.5,379.75,28.82,315.1,469.5,12.48,94.25,449.25,77.73
"03/26/2019",900.75,377.25,28.65,311,469.25,12.59,95.35,443.25,77.89
"03/27/2019",887.5,373.75,28.82,304.4,469.5,12.58,93.85,444.5,76.95
"03/28/2019",889.5,374,28.63,306.5,464.5,12.53,94,438.75,75.87
"03/29/2019",884.25,356.5,28.36,306.5,457.75,12.53,94.5,430,77.61
"04/01/2019",895.5,361.75,28.57,309.4,462.75,12.67,92.1,434.5,77.36
"04/02/2019",900,361.5,28.96,310.6,464,12.66,91.65,433.25,77.27
"04/03/2019",898.75,362.75,28.8,311,471,12.42,95.35,436.75,77.05
"04/04/2019",906.5,365.25,29.2,311.9,470.75,12.71,95.3,439.5,77.32
"04/05/2019",899,362.5,29.15,308,467.75,12.76,93.2,431.25,78.25
"04/08/2019",898.75,360,28.88,309.2,465.25,12.57,92.95,431.5,78.92
"04/09/2019",898.75,360,29.04,309.1,459.5,12.78,93.65,427.5,78.09
"04/10/2019",902,361.75,29.07,310.1,458,12.81,94.25,426.25,77.62
"04/11/2019",895.25,360,28.98,307.2,460.5,12.66,90.25,430.5,76.98
"04/12/2019",895.25,361,28.95,307.9,464.5,12.77,90.4,434.25,78.11
"04/15/2019",898.75,362.75,28.81,311,459.5,12.66,91.4,427.25,76.49
"04/16/2019",888,359,28.72,306.5,445,12.51,90.5,417,77.94
"04/17/2019",879,358.25,28.46,303.9,447,12.35,87.05,420.5,78.11
"04/18/2019",880.5,358.5,28.8,303.2,444.25,12.76,90.2,420,77.31
"04/22/2019",877,354.75,28.7,302.5,435.75,12.54,91.1,411.75,77.19
"04/23/2019",862,351.25,28.06,301,438.75,12.7,91.5,414.5,76.57
"04/24/2019",855.25,346.75,27.92,300.4,432.25,12.68,90.45,404.5,75.77
"04/25/2019",859.25,347.5,27.64,306,434.75,12.36,92.05,404.25,76.97
"04/26/2019",853.75,351.25,27.52,299.9,435,12.26,92.7,399.75,76.75
"04/29/2019",847.5,352,27.88,297.2,426.75,11.63,91.35,389.75,76.13
"04/30/2019",841.25,353.25,27.58,296,418.5,11.99,91.85,386.25,75.98
"05/01/2019",839.5,360,27.38,296,425,12.21,89.8,389.25,75.91
"05/02/2019",830.5,362,27.23,292.4,433.25,12.23,90.25,393,74.65
"05/03/2019",829.5,363,27.07,293.6,428,12.01,89.25,393,74.78
"05/06/2019",817.5,355.75,26.84,291.8,428,11.88,88.8,394.25,72.65
"05/07/2019",817.75,358,26.81,288.4,430.5,11.95,86.65,394.75,72.28
"05/08/2019",814.25,355.25,26.71,288.7,431.25,11.65,87.2,394.25,71.45
"05/09/2019",800.25,344.5,26.34,285.3,421.75,11.78,89.5,390,70.23
"05/10/2019",797,342.5,26.5,284.1,419,11.72,89.45,379.25,68.45
"05/13/2019",791,347.5,26.35,284,431.25,11.84,88.25,397,65.45
"05/14/2019",817.75,360.5,26.73,294,439.25,11.94,89.55,401.75,66.76
"05/15/2019",835.5,369.5,27.24,299.8,448.75,11.85,89.9,402,66.35
"05/16/2019",839.75,379,27.72,301.9,467,11.78,90,416.75,66.8
"05/17/2019",821.75,383.25,27.22,294.3,465,11.55,87.35,420.25,65.99
"05/20/2019",831.75,389,27.5,297.3,478.25,11.62,88.25,434.5,67.91
"05/21/2019",822,394.25,27.14,295.3,478.75,11.81,92.9,436,67.32
"05/22/2019",828.5,394.5,27.31,298.3,472.75,11.62,91.75,432.25,66.75
"05/23/2019",821.5,389.75,26.78,297.2,470.25,11.57,93.5,425.25,67.48
"05/24/2019",829.75,404.25,27.01,300.5,489.5,11.66,93.3,442,68.39
"05/27/2019",829.75,404.25,27.01,300.5,489.5,11.66,93.3,442,68.39
"05/28/2019",856,420.25,27.29,312.8,504.75,11.75,96.05,460.75,69.47
"05/29/2019",872,418.75,27.73,319,490.5,11.87,99.5,453.25,69.06
"05/30/2019",889,436.25,27.78,327.4,514.5,11.76,102.35,479,69.34
"05/31/2019",877.75,427,27.59,321.3,503,12.1,104.6,473,68.08
"06/03/2019",879,424.25,27.34,320.5,519.75,12.19,103.75,486.75,69.42
"06/04/2019",881.75,425.25,27.49,321,507.25,12.42,105.65,468.5,68.97
"06/05/2019",869.75,414.75,27.22,317.7,490.75,12.21,99.1,445.75,68.74
"06/06/2019",868.75,420.5,27.76,315.9,510,12.51,102.05,455.25,68.59
"06/07/2019",856.25,415.75,27.38,312.3,504.5,12.5,100.95,449,65.59
"06/10/2019",858.5,415.75,27.38,313.4,507.5,12.4,98.6,453,65.99
"06/11/2019",859.25,427.75,27.22,314.4,518,12.54,97,457.5,65.65
"06/12/2019",878,430,27.56,319.5,526.25,12.62,99.05,462.75,66.57
"06/13/2019",888,442,28.02,321.7,535.5,12.75,97.35,468.25,66.83
"06/14/2019",896.75,453,27.61,323.5,538.5,12.75,96,476.25,65.94
"06/17/2019",912.75,454.75,28.14,324.3,539.5,12.66,96.05,475.5,65.63
"06/18/2019",913.5,449.75,28.33,322,531.5,12.61,94.3,465.25,65.32
"06/19/2019",903.25,441,28.37,316.9,522.25,12.5,96.25,457.5,65.38
"06/20/2019",915.5,450,28.59,323,526.5,12.43,101.05,460.5,63.21
"06/21/2019",902.75,442.25,28.44,315.6,526,12.22,99.8,452.5,61.19
"06/24/2019",909,446.75,28.35,317.6,538,12.27,102,465.5,62.3
"06/25/2019",903.5,447.5,28,315.7,535.75,12.33,106.45,465.25,62.2
"06/26/2019",894.25,443.25,27.81,313.4,543.75,12.03,104.9,469,63.49
"06/27/2019",887.75,440,27.81,312.2,547.5,12.53,105.55,468,62.99
"06/28/2019",899.75,420.25,28.24,313.1,528,12.32,108.25,451.5,63.15
"07/01/2019",885.5,412,27.98,304.8,514,12.57,110.15,434.75,63.17
"07/02/2019",876.25,413.5,27.66,303.5,503.5,12.35,108.25,424,63.77
"07/03/2019",885.25,433,28.02,306,518,12.54,112.25,436,63.75
"07/04/2019",885.25,433,28.02,306,518,12.54,112.25,436,63.75
"07/05/2019",872.25,434,27.44,303.8,519.25,12.36,109.45,439,63.44
"07/08/2019",875.25,438.5,27.86,304.2,516.75,12.45,104.75,442,62.33
"07/09/2019",882.75,431.75,27.88,307.9,509.75,12.35,105.9,440.5,60.23
"07/10/2019",893,434.25,27.97,309.1,511.75,12.5,104.35,441.25,63.54
"07/11/2019",896.25,447.75,28.07,311.6,536.25,12.38,105.5,461.25,62.89
"07/12/2019",906.75,449.5,28.11,313.3,536.25,12.3,105.2,461.25,62.36
"07/15/2019",901.75,441,28.28,311.6,507.75,12.06,108.8,449,63.7
"07/16/2019",887.75,435.25,27.99,308.4,507.5,11.99,104.1,446.25,62.33
"07/17/2019",882.5,436,27.68,307.5,505.5,11.79,105.95,441.75,61.89
"07/18/2019",881.25,424.5,27.64,307,493.5,11.55,107.15,432.75,60.78
"07/19/2019",901.5,430.75,28.1,311.2,502.5,11.59,105.85,440,62.25
"07/22/2019",888.25,422.25,27.73,308.4,487.25,11.56,105.1,429.25,62.79
"07/23/2019",885.75,425.5,28.01,306.4,487.25,11.98,102.3,431.5,63.29
"07/24/2019",891,424,28.3,306.3,497.75,12.06,101,439.5,63.89
"07/25/2019",882.5,418.5,28.27,303.9,499.5,12,100.65,437.5,63.81
"07/26/2019",883.25,414.5,28.47,303.1,496,12.02,99.75,432,64.24
"07/29/2019",885.75,417,28.43,304.2,503.5,12.07,101.15,436.5,63.77
"07/30/2019",878.75,411.25,28.31,300.3,497.25,12.15,99.5,433.5,62.87
"07/31/2019",864,400.25,27.75,298.2,487.25,12.21,99.65,422.75,63.22
"08/01/2019",847,392.75,27.68,293.2,475.75,12.12,97.25,415.75,61.84
"08/02/2019",850.25,399.5,28.19,292.4,490.75,12.02,98.15,421.75,58.94
"08/05/2019",850.25,405.25,27.76,294.9,494.5,11.82,95.65,426.75,57.91
"08/06/2019",847.75,404,27.48,295.1,484,11.73,97.05,418,58.27
"08/07/2019",848.75,406.5,27.96,293,488.25,11.34,96.9,417.75,58.58
"08/08/2019",865,411,28.96,294.8,498.5,11.43,97.4,418.5,59.54
"08/09/2019",873.75,410.25,29.51,296.7,499.5,11.86,97.3,417,59.05
"08/12/2019",861.5,385.25,29.64,291.9,471.75,11.56,93.75,392.25,58.03
"08/13/2019",872,366,29.17,297.8,472,11.72,96.35,383.5,59.34
"08/14/2019",861,359,29.1,293,473.75,11.61,94.45,384.75,59.61
"08/15/2019",858,360.75,29.07,291.8,469,11.63,94.55,389.75,59.66
"08/16/2019",867.25,371,29.13,294.9,470.75,11.64,92.85,394.25,60.08
"08/19/2019",854,365,28.68,292,465.5,11.47,91.15,391.25,59.18
"08/20/2019",855.75,359.5,28.43,294,460,11.44,91.45,386.75,59.17
"08/21/2019",860.5,362.5,28.74,294.7,462.5,11.39,92.85,386.25,59.87
"08/22/2019",856,363.25,28.54,293.7,467.25,11.58,93.5,393.25,58.87
"08/23/2019",843.25,359.75,28.34,289.9,475.25,11.47,92.6,391.5,57.97
"08/26/2019",853.75,358.5,28.33,293,473,11.43,94.15,389,57.66
"08/27/2019",846.25,357,28.01,291.5,473.75,11.24,93.8,392.75,57.54
"08/28/2019",852.75,362.75,28.11,294,472.25,11.37,94.2,392.25,58.35
"08/29/2019",856.25,359.75,28.37,292,469.75,11.21,91.9,387.25,58.88
"08/30/2019",857,358,28.64,289.3,451.25,11.14,93.6,378.25,59.05
"09/02/2019",857,358,28.64,289.3,451.25,11.14,93.6,378.25,59.05
"09/03/2019",856.5,349.75,28.87,288,447.25,11.19,92.35,362,58.31
"09/04/2019",862.5,346,28.79,292.2,456.25,11.01,93.4,374,58.77
"09/05/2019",849.75,346.5,28.47,288.7,464,10.97,92.2,382,59.16
"09/06/2019",845,342.5,28.48,287.2,460.25,11.02,93.85,375.25,58.73
"09/09/2019",845,340.75,28.26,288.5,474.5,10.92,95,380,59.12
"09/10/2019",859.25,348.5,28.38,292.9,484.5,10.88,98.35,382,59.5
"09/11/2019",854,348.25,28.73,289.6,477.5,10.81,100.15,376.75,59.37
"09/12/2019",883,354.5,29.02,296.1,485.75,10.76,100.35,380,62.25
"09/13/2019",884.75,355.5,28.94,298.2,485.75,10.89,99.5,383.5,61.63
"09/16/2019",900,374,30.14,295.2,488.75,11.09,100.8,409,61.59
"09/17/2019",893.75,368,29.85,294.1,484.25,10.94,96.85,402.25,60.12
"09/18/2019",888.75,371.25,29.87,291.6,489.5,11,96.85,409.75,59.36
"09/19/2019",893,372.75,29.81,292.2,488,10.99,98.35,409.5,58.99
"09/20/2019",882.75,370.75,29.28,291.1,484.25,11.09,98.4,407.5,59.13
"09/23/2019",892.5,373.25,29.19,294.5,483,11.22,99,406.5,59.83
"09/24/2019",894.25,374.75,29.2,295.4,481.75,11.5,99.15,405,59.32
"09/25/2019",889.25,374.25,29.04,293.2,477.25,11.8,100.95,404,59.37
"09/26/2019",888.5,372.5,29.01,290.8,484.25,11.63,100.85,408.25,59.2
"09/27/2019",883,371.5,28.62,289.9,487.25,11.53,100.9,407.5,59.82
"09/30/2019",906,388,28.99,295.9,495.75,11.92,101.15,415,59.75
"10/01/2019",919.5,392.5,28.83,304.1,498.75,12.88,101.35,411.5,59.9
"10/02/2019",913.75,387.75,29.06,300.3,489,12.89,100.6,405.75,60.25
"10/03/2019",911.75,388.75,29.8,298,488.75,12.74,102.05,405.75,60.52
"10/04/2019",916.25,384.75,29.79,298.8,490.5,12.76,99,404,60.59
"10/07/2019",915.25,387,30.01,297.4,489.25,12.52,97,402.25,60.75
"10/08/2019",920.5,395.75,29.77,302.3,500.25,12.46,95.7,410.25,60.24
"10/09/2019",923.75,394.25,29.63,305.4,500.25,12.41,95.45,413.25,61.01
"10/10/2019",923.5,380.25,29.7,304.1,493,12.41,93.5,403.25,61.42
"10/11/2019",936,397.75,29.83,306.9,508,12.41,93.7,419.5,63.88
"10/14/2019",940.5,397.75,29.9,306,511,12.52,94.85,425.75,62.22
"10/15/2019",934,393.25,30.39,307.8,507,12.59,94.45,421.25,63.53
"10/16/2019",928,391.75,30.4,304.8,513.25,12.35,93.55,425,64.54
"10/17/2019",931.5,394.75,30.39,306.8,525.5,12.24,92.9,431.25,64.99
"10/18/2019",934,391,30.36,308.5,532.25,12.32,95.7,433.75,65.16
"10/21/2019",933.25,387.25,30.48,307.7,523.5,12.27,96.35,425.5,64.56
"10/22/2019",934,388,30.85,306.9,518,12.18,98.9,421.25,64.67
"10/23/2019",933.75,387.75,30.58,308.6,520.75,12.15,97.75,423.25,64.95
"10/24/2019",933.25,386.75,31.34,305.6,516,12.3,96.45,419.5,64.65
"10/25/2019",920.25,386.75,30.96,303.3,517.75,12.35,99.45,422.75,64.9
"10/28/2019",920.75,384,30.78,304,511.75,12.54,100.5,417,64.79
"10/29/2019",918.25,386.25,31,303,511.5,12.34,98.95,419,64.72
"10/30/2019",916,390.75,30.98,302.2,509.25,12.41,99.35,418.25,65.7
"10/31/2019",916.75,390,30.75,304.4,508.75,12.48,101.95,419.75,64.44
"11/01/2019",924.25,389.25,31.03,303.9,516,12.48,104,426,64.23
"11/04/2019",925.75,383.25,31.87,302.4,509.75,12.51,103.65,423,63.66
"11/05/2019",921.75,381.75,31.57,302.7,515.25,12.71,105.8,428.5,63.81
"11/06/2019",915,378.75,31.75,298.9,516.75,12.56,108,427.75,63.69
"11/07/2019",925,375.25,31.43,305.6,512.5,12.39,109.1,424.75,64.35
"11/08/2019",919.5,377.25,31.5,304.9,510.25,12.57,109.45,421.5,64.72
"11/11/2019",905,373.25,31.42,300.6,505.75,12.57,106,422.75,64.29
"11/12/2019",905.75,377.75,31.03,302.3,517,12.59,105.6,438.75,64.74
"11/13/2019",902.5,375.25,30.53,304.1,509,12.85,107.95,424.75,64.22
"11/14/2019",900.25,375.75,30.78,303.1,507.75,12.81,108.05,422.25,64.27
"11/15/2019",918.25,371.25,30.43,307.1,502.75,12.73,106.15,417,64.86
"11/18/2019",910.25,367.75,30.64,301.2,507.25,12.76,105.55,418.5,64.21
"11/19/2019",911.5,370,30.96,302,512,12.69,102.7,425.75,63.44
"11/20/2019",905,366.75,31.2,299.8,515.5,12.75,109.7,426,62.24
"11/21/2019",901,368.5,30.69,301,509,12.61,115.25,421,61.84
"11/22/2019",897,368.75,30.88,299,515.25,12.83,114.6,424,63.42
"11/25/2019",892.5,370.5,30.44,298.3,531,12.82,117.8,435.5,64.69
"11/26/2019",884.25,367.5,30.22,294.7,530.25,12.78,115.7,432.5,64.9
"11/27/2019",882,362.75,30.37,293.8,528.5,12.79,117.3,426.75,64.91
"11/28/2019",882,362.75,30.37,293.8,528.5,12.79,117.3,426.75,64.91
"11/29/2019",876.75,371.25,30.42,290.9,547.5,12.94,118.55,438.75,64.4
"12/02/2019",870.5,373.5,29.96,291.3,543.25,12.75,121.5,437.25,63.85
"12/03/2019",871,372,29.99,292.5,530.5,12.86,122.85,422.5,63.1
"12/04/2019",878,368.75,30.27,294.6,535,13.06,120.6,425.25,63.17
"12/05/2019",884.25,365.5,30.29,299.5,532,13.08,123.95,420.25,63.51
"12/06/2019",889.5,366.5,31.01,297.4,532.5,13.18,123.7,415,65
"12/09/2019",897.25,365.75,31.36,296.7,532,13.38,127.3,411.5,65.38
"12/10/2019",901.25,363.25,31.47,296.9,534.75,13.46,132.05,416,65.93
"12/11/2019",893.5,357.75,31.23,293.3,530.75,13.42,133.85,415.5,65.88
"12/12/2019",898.25,367,32.03,292.6,539.25,13.52,135.9,427.5,67.17
"12/13/2019",907.5,366.25,32.27,295.5,539.25,13.5,129.45,427.5,66.8
"12/16/2019",922,388,33.14,301.3,549.75,13.29,135.8,462,66.97
"12/17/2019",928.75,390,33.82,302.3,556.25,13.27,132.2,467,66.44
"12/18/2019",928.5,387,33.43,302.9,548.25,13.43,131.7,462.25,66.74
"12/19/2019",924.5,386.5,33.79,298.4,545.25,13.55,127.2,460.5,67.58
"12/20/2019",928.25,387.75,33.79,297.9,542.25,13.54,130.7,462.25,67.96
"12/23/2019",934,388.75,33.78,301.4,539.5,13.45,125.3,458.5,68.61
"12/24/2019",936.5,387.5,33.88,301.8,541,13.37,129.4,460.5,68.7
"12/26/2019",937.75,388.5,34.38,299.5,549,13.44,127.3,470.5,68.7
"12/27/2019",929.5,390,34.73,295.4,556.25,13.54,132.5,479.75,68.92
"12/30/2019",939.5,388.25,35.17,297.5,556,13.53,132.15,480.5,69.56
"12/31/2019",943,387.75,34.49,299.9,558.75,13.42,129.7,486,69.05
"01/02/2020",944.25,391.5,34.97,300.6,560.25,13.13,127.1,485.25,69.27
"01/03/2020",930.5,386.5,34.81,296.1,554.5,13.31,126.35,475,69.2
"01/06/2020",932.75,384.75,34.24,297.7,550,13.73,122.15,477.25,70.04
"01/07/2020",935,384.5,34.46,296.4,550.25,13.59,122.4,475,69.83
"01/08/2020",938.25,384.25,34.27,296.9,552.75,13.47,119.15,480,69.96
"01/09/2020",933.75,383.25,34.35,296.2,562.25,13.71,117.35,490.25,70.69
"01/10/2020",935,385.75,34.07,298.7,564.5,14.07,118.95,494.75,71.31
"01/13/2020",929.25,389.5,33.64,299,562.25,14.16,114.55,492.75,71.53
"01/14/2020",928.5,389,33.65,297.2,568.5,14.32,114.9,497,71.38
"01/15/2020",928.75,387.5,33.3,300.1,573.25,14.52,114.3,496.5,70.32
"01/16/2020",924,375.5,33.03,300.6,565.25,14.43,112.95,484.75,70.22
"01/17/2020",929.75,389.25,33.35,300.6,570.5,14.45,112.15,494.25,71.25
"01/20/2020",929.75,389.25,33.35,300.6,570.5,14.45,112.15,494.25,71.25
"01/21/2020",916,387.5,32.75,299.1,581.5,14.55,111.05,500,69.24
"01/22/2020",913.75,388.75,33.02,297.9,577.75,14.66,111,492.5,71.13
"01/23/2020",909.5,393.75,32.48,298.9,580.5,14.57,112.6,492.25,70.03
"01/24/2020",902,387.25,32.02,298.3,573.5,14.39,110.15,486,69.4
"01/27/2020",897.25,380.5,31.52,297.8,572.25,14.21,106.6,486.5,69.51
"01/28/2020",895,386.5,31.46,297.6,569.75,14.54,105.05,482,70.36
"01/29/2020",893,384.25,31.52,296.1,562.25,14.49,102.05,472,70.06
"01/30/2020",876.25,379.5,30.63,291.5,560.5,14.59,101.5,471,69.05
"01/31/2020",872.5,381.25,29.94,291,553.75,14.61,102.65,465.5,67.5
"02/03/2020",877,378.75,30.29,289.8,555.5,14.89,97.9,466.75,66.84
"02/04/2020",879.5,382.25,30.73,288.5,557.25,14.71,98.15,467.25,67.35
"02/05/2020",880,380.75,31.32,287.4,562,14.73,97.75,473.75,67.51
"02/06/2020",881,379.25,31.24,288.2,556.25,14.74,98.15,467.75,67.91
"02/07/2020",882,383.5,30.97,289.3,558.75,14.92,98.35,472.5,67.75
"02/10/2020",884.25,381.75,30.62,291.4,552,15.04,100.3,472.5,68.19
"02/11/2020",884.75,379.75,30.72,290.8,542,15.41,100.5,468.25,68.23
"02/12/2020",892.5,383,31.03,291.7,547.5,15.78,100.65,471,68.58
"02/13/2020",896.25,379.5,30.72,291.9,544.25,15.16,104.45,466,67.75
"02/14/2020",893.75,377.75,30.57,291.1,542.75,15.06,109.1,465.5,67.41
"02/17/2020",893.75,377.75,30.57,291.1,542.75,15.06,109.1,465.5,67.41
"02/18/2020",892.25,383,30.48,292.2,566.75,15.28,106.55,485.75,67.87
"02/19/2020",897.25,380.5,30.34,293,565.25,15.58,106.8,479.75,68.48
"02/20/2020",892.75,378.5,30.12,292.9,560,15.4,103.6,473.75,68.75
"02/21/2020",890.5,377,30.64,289.2,551,15.59,108.85,468.5,68.93
"02/24/2020",874.25,372.25,29.49,286.1,536.25,15.27,105.9,452.25,67.53
"02/25/2020",879,372.5,29.23,286.5,539,15.15,107.1,455,66.33
"02/26/2020",881,370.5,29.07,291.3,540.25,14.79,109.1,452.25,65.55
"02/27/2020",886.25,364.5,28.83,296.9,529.25,14.39,108.2,443.25,62.6
"02/28/2020",883.5,366.5,28.31,298.6,529,14.46,110.1,445.5,61.59
"03/02/2020",890.5,374.75,28.57,302.2,526.25,13.81,114.65,451,63.48
"03/03/2020",893,381.75,28.84,303.8,528.75,13.76,121.05,452,62.75
"03/04/2020",898.75,387,29.44,305.2,521.5,13.47,117.15,446.25,62.96
"03/05/2020",889,384.5,29.1,300.4,524.25,13.42,109.85,439.25,63.53
"03/06/2020",883.25,377.25,28.48,301.3,521.25,13.02,105.6,439.25,62.97
"03/09/2020",863.5,374.25,27.31,296.6,522.25,12.61,108.95,436.5,61.39
"03/10/2020",873,380,27.44,295.9,526.75,12.59,114.25,443.25,61.41
"03/11/2020",867.75,379.25,27.3,295.9,517.25,12.26,111.55,434,61.55
"03/12/2020",855,369.75,26.15,298.6,508.25,11.62,109.15,431.25,59.7
"03/13/2020",846.75,370.75,26.11,295.9,514.75,11.7,107.05,431.25,60.49
"03/16/2020",821.75,354.75,24.99,296.3,498,11.09,103.9,423.75,58.8
"03/17/2020",824.25,344,25.24,298.3,499.25,10.89,102.9,432.25,57.92
"03/18/2020",825.5,335.25,25.04,304,508.25,10.67,108.05,446.5,56.64
"03/19/2020",843.25,345.5,25.48,314.8,535,10.59,116.65,465.5,54.93
"03/20/2020",862.5,343.75,25.64,325.2,539.25,10.91,119.7,469,53.68
"03/23/2020",884,343.5,26.14,333.6,562.5,11.04,121.25,489.5,52.15
"03/24/2020",886.75,347.25,26.55,332.1,561.5,11.27,125.6,490.75,52.89
"03/25/2020",881.5,348.5,26.64,321.7,580,11.41,129.95,501,53.44
"03/26/2020",880.25,348.75,26.5,322.9,569,11.33,124.65,487.25,52.78
"03/27/2020",881.5,346,26.85,323.1,571.25,11.1,115.85,486.75,51.33
"03/30/2020",882.25,341.25,26.87,325.5,569.5,10.73,119.3,486.75,50.7
"03/31/2020",886,340.75,27.01,321.5,568.75,10.42,119.55,493,51.13
"04/01/2020",862.75,334.75,26.05,314.9,550.25,10.04,116,475,48.41
"04/02/2020",858.75,333.5,26.24,309.1,541.75,10.29,119.35,464,49.99
"04/03/2020",854.25,330.75,26.43,303.2,549.25,10.31,114.9,472,50.98
"04/06/2020",855.5,327.75,26.83,297,555.75,10.45,116.65,475.75,53.05
"04/07/2020",854.75,331.5,27.48,293.8,549.25,10.38,119.9,473.25,52.9
"04/08/2020",854.5,330,27.18,292.8,548.25,10.37,119.8,478,53.84
"04/09/2020",863.5,331.75,27.41,292.5,556.5,10.43,118.6,492,54.37
"04/13/2020",854.25,331.5,26.9,288.6,555,10.17,119.75,494,52.76
"04/14/2020",847,326,26.74,287.5,548.75,10.05,117.2,483.75,52.51
"04/15/2020",842,319.25,26.55,292.2,540.25,10.16,120.2,479.5,52.75
"04/16/2020",836.75,319.75,26.3,291.8,529.75,10.16,118.6,470,52.79
"04/17/2020",832.5,322.25,26.29,288.2,533.5,10.37,116.05,478.75,52.77
"04/20/2020",826.5,314.25,25.98,285.6,548.75,10.06,113.65,495.25,54.03
"04/21/2020",830.75,309.25,25.35,289.1,546.75,9.75,109.65,496.75,53.31
"04/22/2020",834.75,317.5,25.57,288.3,543,9.83,110.6,490,56.28
"04/23/2020",839.25,319.25,25.61,288.7,547,9.84,111.05,485.5,56.88
"04/24/2020",832.25,315.75,25.05,287.7,526.75,9.73,105.2,474.75,54.93
"04/27/2020",829,305.5,24.99,285.3,521,9.21,104.6,470.5,53.93
"04/28/2020",826,302.75,25.3,281.8,526.75,9.34,105.7,474.5,56.18
"04/29/2020",831.75,304.5,25.78,283.2,519.5,9.76,103.65,467.75,58.02
"04/30/2020",850.25,311.5,26.23,289.6,529.75,10.39,104.65,482.25,58.06
"05/01/2020",847.25,311.5,26.14,287.4,521.5,10.97,104.45,482,56.56
"05/04/2020",834,310.75,25.8,283.3,524.25,10.4,105.55,483.75,55
"05/05/2020",838.25,313,25.97,284.8,525.5,10.78,108.85,483,53.91
"05/06/2020",830.5,311.75,25.52,283.1,524.75,10.27,109.35,476.5,54.83
"05/07/2020",841.5,316,25.94,283.6,529,10.33,107.45,477.5,55.39
"05/08/2020",848.75,319,26.23,286.7,529.5,10.29,110.1,504,56.27
"05/11/2020",852.25,318.5,26.19,286.3,524.75,10.12,108.95,496,56.63
"05/12/2020",849.25,323.75,25.98,288.6,521.75,10.25,105.6,483.5,58.34
"05/13/2020",836,320.25,25.63,285.2,510.5,10.26,103.55,458,57.46
"05/14/2020",835.25,320.25,25.92,285.2,510.5,10.46,104.9,458,57.85
"05/15/2020",838.5,319.25,26.58,287.5,500.25,10.38,104.8,452.25,58.25
"05/18/2020",845,320.75,27.32,285.1,497,10.8,105.7,446.25,57.8
"05/19/2020",842.5,321.25,27.09,284.6,498.75,10.85,107.05,441.5,59.2
"05/20/2020",846.75,319.5,27.36,285.5,513.75,11.19,105.65,453.25,58.21
"05/21/2020",835,317.75,27.11,282.5,516,10.98,104.75,454.5,58.06
"05/22/2020",833.25,318,26.64,284.1,508.75,10.93,103.6,444.5,57.61
"05/25/2020",833.25,318,26.64,284.1,508.75,10.93,103.6,444.5,57.61
"05/26/2020",847,319,27.27,283.9,506.75,11.05,105.1,447.25,58.23
"05/27/2020",848.5,320.5,27.6,282,504.5,10.8,102.5,451.75,58.34
"05/28/2020",847,327.5,27.39,284.3,514.5,10.8,99.1,464,57.57
"05/29/2020",840.75,325.75,27.38,283.2,520.75,10.91,96.3,470.5,57.59
"06/01/2020",840.5,323.25,27.6,283.1,515.25,11,98.3,462.5,60.06
"06/02/2020",850.5,324.25,27.94,283.7,508,11.22,98.2,450.75,60.37
"06/03/2020",857.5,324,27.86,286.3,512,11.62,99.1,457.75,60.48
"06/04/2020",867.75,329,27.82,289.8,523.75,11.73,98.15,472.25,60
