Date,SOYBEANS,CORN,SOYBEAN OIL,SOYBEAN MEAL,WHEAT,SUGAR,COFFEE,HRW WHEAT,COTTON
2/4/13,1394.0,640.5,49.59,402.1,670.75,17.59,136.15,716.75,88.87
3/4/13,1380.25,641.5,49.15,398.0,696.5,17.5,139.45,735.25,89.22
4/4/13,1372.0,630.0,48.55,397.1,694.0,17.67,139.5,721.75,88.33
5/4/13,1361.75,629.0,48.83,391.8,699.0,17.65,140.15,726.0,86.79
8/4/13,1378.0,633.5,49.52,393.3,712.5,17.7,135.9,745.0,85.38
9/4/13,1395.5,644.25,49.98,394.8,708.75,17.72,135.4,746.5,84.64
10/4/13,1392.75,649.0,50.03,392.9,696.75,17.9,136.05,730.0,85.37
11/4/13,1402.0,651.25,49.77,395.0,697.75,17.84,136.8,738.75,84.66
12/4/13,1413.0,658.5,49.23,400.2,714.75,18.03,135.25,753.0,85.58
15/4/13,1395.0,646.75,48.18,393.3,693.75,17.79,134.45,732.5,84.33
16/4/13,1411.5,663.25,48.98,401.3,703.5,18.01,135.85,741.75,83.35
17/4/13,1422.25,660.5,49.39,407.3,703.75,17.85,136.1,742.0,84.65
18/4/13,1430.5,644.5,49.66,411.0,702.75,17.69,138.9,743.75,83.48
19/4/13,1428.25,652.0,49.16,412.4,709.0,17.97,141.65,746.0,83.48
22/4/13,1417.25,645.75,48.62,410.0,702.25,17.87,142.5,739.5,84.33
23/4/13,1419.75,638.5,48.57,411.7,697.5,17.74,137.55,737.25,82.68
24/4/13,1404.0,639.5,49.18,405.9,691.75,17.4,138.4,739.0,81.1
25/4/13,1423.5,645.25,49.77,414.3,701.25,17.41,137.2,763.75,81.33
26/4/13,1430.75,644.0,49.66,417.9,688.75,17.36,133.9,756.5,82.25
29/4/13,1471.75,684.0,49.46,431.4,709.75,17.49,133.6,780.75,83.6
30/4/13,1467.75,683.25,49.13,428.3,721.75,17.67,134.95,798.0,85.53
1/5/13,1437.5,681.75,48.64,415.6,710.5,17.33,134.5,794.25,82.09
2/5/13,1441.0,697.5,48.42,418.6,718.75,17.6,138.95,802.25,83.83
3/5/13,1455.0,699.5,49.16,417.8,711.25,17.53,140.3,790.0,84.72
6/5/13,1444.5,678.75,48.69,413.1,693.0,17.81,141.35,768.75,85.31
7/5/13,1463.5,676.5,49.09,416.3,699.5,17.64,142.3,769.75,86.01
8/5/13,1479.0,675.0,48.66,425.3,696.75,17.47,144.15,771.75,86.2
9/5/13,1491.25,694.5,49.07,440.1,716.25,17.47,145.8,792.0,87.92
10/5/13,1488.25,687.75,49.17,444.3,696.75,17.43,143.8,771.5,86.48
13/5/13,1521.0,718.0,49.61,457.9,701.5,17.25,144.55,760.5,86.04
14/5/13,1524.5,706.75,49.26,461.0,701.5,17.02,141.65,760.0,86.92
15/5/13,1412.75,650.75,49.35,410.5,693.75,16.95,138.0,751.75,86.45
16/5/13,1427.5,641.5,49.52,414.9,687.75,16.83,138.35,743.5,86.03
17/5/13,1448.5,652.75,49.52,425.1,683.25,16.89,135.6,737.25,86.41
20/5/13,1464.5,649.5,49.2,435.3,685.25,16.81,133.85,745.0,85.78
21/5/13,1478.25,640.0,49.48,438.7,680.5,16.86,132.7,738.5,83.86
22/5/13,1494.25,658.5,49.64,440.6,688.5,16.65,128.45,743.25,83.42
23/5/13,1499.5,662.0,49.66,437.0,703.25,16.76,130.05,754.5,81.78
24/5/13,1476.25,657.25,49.24,428.2,697.5,16.84,127.25,745.75,81.49
27/5/13,1476.25,657.25,49.24,428.2,697.5,16.84,127.25,745.75,81.49
28/5/13,1509.25,666.5,49.54,442.3,693.75,16.72,126.45,743.5,81.42
29/5/13,1501.75,665.0,48.63,444.3,702.75,16.67,127.6,747.75,80.7
30/5/13,1495.75,654.25,48.58,440.8,698.75,16.65,125.85,746.0,80.13
31/5/13,1510.0,662.0,48.38,447.2,705.5,16.55,127.05,751.0,79.36
3/6/13,1532.5,655.75,48.66,454.4,708.75,16.43,129.0,751.5,82.36
4/6/13,1528.75,660.5,48.59,452.5,709.0,16.38,127.65,750.75,84.56
5/6/13,1532.0,660.75,48.3,455.9,701.5,16.38,127.45,743.25,83.52
6/6/13,1527.25,663.25,48.16,454.0,697.75,16.48,129.45,738.5,84.87
7/6/13,1528.25,666.25,48.53,452.5,696.25,16.43,126.95,735.0,84.86
10/6/13,1511.75,650.0,48.07,448.3,689.75,16.38,128.75,726.0,86.65
11/6/13,1540.5,659.5,48.04,463.4,696.75,16.29,127.7,730.0,88.06
12/6/13,1540.75,650.75,48.11,461.4,683.0,16.21,122.75,716.5,90.06
13/6/13,1510.25,643.5,47.84,452.6,685.5,16.24,123.7,718.5,91.72
14/6/13,1516.5,655.0,48.48,450.7,680.75,16.78,122.25,711.5,91.29
17/6/13,1512.5,668.5,48.84,449.1,680.5,16.93,122.35,713.75,87.43
18/6/13,1510.75,673.25,48.81,451.8,687.5,16.76,122.0,719.25,84.98
19/6/13,1523.0,682.25,49.35,453.6,707.0,16.97,122.75,739.75,85.4
20/6/13,1497.5,673.25,48.4,445.6,700.5,16.38,117.65,737.0,84.92
21/6/13,1493.25,661.75,48.02,447.7,698.0,16.74,118.7,736.5,85.15
24/6/13,1512.0,653.25,47.55,451.0,679.0,17.01,119.45,715.25,82.98
25/6/13,1525.25,656.75,47.14,458.8,675.75,17.07,120.25,704.25,85.09
26/6/13,1534.25,664.5,46.63,463.3,667.0,17.01,118.15,694.25,83.68
27/6/13,1548.5,667.25,46.4,479.6,663.5,16.47,121.6,686.5,83.13
28/6/13,1564.5,679.25,46.42,490.3,648.5,16.38,120.0,676.75,82.71
1/7/13,1570.5,655.5,46.85,484.8,645.75,16.69,121.2,676.75,84.29
2/7/13,1573.0,672.75,46.92,487.0,649.5,16.53,124.1,674.0,83.22
3/7/13,1583.5,678.25,47.22,490.6,657.75,16.42,121.15,683.5,84.39
4/7/13,1583.5,678.25,47.22,490.6,657.75,16.42,121.15,683.5,84.39
5/7/13,1588.0,684.75,47.23,489.1,656.0,16.26,120.95,676.5,83.68
8/7/13,1609.25,691.75,47.01,511.1,660.0,16.33,123.25,691.25,83.83
9/7/13,1613.25,704.0,47.08,520.8,675.5,16.34,122.05,706.75,83.9
10/7/13,1591.75,709.75,46.98,520.5,672.0,16.25,121.45,712.0,87.3
11/7/13,1601.25,716.75,46.49,525.7,679.25,16.1,123.15,711.5,85.18
12/7/13,1563.25,701.5,46.09,535.5,675.5,16.06,119.15,712.75,85.13
15/7/13,1453.75,536.25,45.84,451.5,669.5,16.16,122.9,701.0,85.35
16/7/13,1475.25,545.25,45.71,466.8,669.5,16.0,125.6,703.75,84.67
17/7/13,1477.5,538.5,45.79,469.1,665.0,16.08,127.55,702.75,84.07
18/7/13,1469.25,541.0,45.52,470.4,660.5,16.18,127.15,702.25,84.99
19/7/13,1490.75,544.0,45.5,482.4,664.5,16.29,122.6,705.25,86.52
22/7/13,1520.25,540.75,45.41,502.4,659.75,16.4,125.3,702.0,86.39
23/7/13,1462.5,522.5,44.78,487.8,653.75,16.34,126.1,699.0,86.01
24/7/13,1392.5,508.25,44.26,467.8,653.25,16.14,121.25,697.25,86.16
25/7/13,1355.25,496.0,43.81,447.8,649.25,16.39,124.8,692.25,86.19
26/7/13,1349.75,492.0,43.58,430.3,650.25,16.47,122.25,691.5,85.37
29/7/13,1367.5,489.25,42.47,438.9,651.5,16.92,121.15,690.25,84.85
30/7/13,1350.0,495.5,42.11,429.2,655.25,16.93,120.3,696.25,85.48
31/7/13,1374.0,499.0,42.09,435.1,664.25,16.97,118.6,706.75,85.63
1/8/13,1357.75,487.5,42.49,425.4,658.0,16.83,115.6,706.75,85.88
2/8/13,1331.0,476.0,42.38,412.1,660.5,16.79,118.25,706.75,85.32
5/8/13,1329.75,469.25,42.72,402.6,645.25,16.56,119.65,695.5,85.4
6/8/13,1324.25,472.25,42.11,396.0,650.5,16.55,117.9,702.0,85.82
7/8/13,1327.75,468.25,41.64,400.3,643.5,16.78,121.05,699.0,88.53
8/8/13,1355.75,473.5,41.65,422.5,641.25,16.82,122.05,702.0,89.38
9/8/13,1340.75,465.75,41.4,420.5,633.5,16.98,122.9,697.25,89.05
12/8/13,1373.75,472.0,42.32,425.7,635.0,17.16,123.45,700.25,90.06
13/8/13,1359.75,455.25,42.58,426.9,628.25,17.25,120.6,696.25,91.59
14/8/13,1368.0,464.75,42.37,433.9,630.5,17.25,122.65,698.75,91.45
15/8/13,1288.25,481.5,43.12,409.8,637.5,17.19,121.85,703.0,91.64
16/8/13,1283.25,473.75,42.81,408.8,631.0,16.94,120.5,698.25,93.4
19/8/13,1322.0,493.25,43.45,420.3,641.5,16.53,119.25,703.25,92.76
20/8/13,1309.25,483.75,42.88,413.8,634.25,16.47,114.95,696.75,88.76
21/8/13,1333.0,498.0,42.82,421.5,638.75,16.32,113.5,699.5,83.91
22/8/13,1322.0,487.5,42.43,413.3,630.5,16.28,113.2,694.25,83.95
23/8/13,1365.25,495.5,42.64,433.2,634.5,16.47,113.05,695.5,84.24
26/8/13,1427.75,515.75,44.44,458.6,654.75,16.61,114.05,708.25,85.25
27/8/13,1414.0,499.75,44.06,455.9,650.75,16.46,113.15,707.25,84.5
28/8/13,1433.0,504.25,44.31,463.3,646.5,16.44,114.6,706.25,84.01
29/8/13,1430.0,497.25,43.78,467.4,641.25,16.37,113.15,701.0,83.6
30/8/13,1424.0,495.0,43.89,468.2,643.25,16.34,112.1,700.75,83.7
2/9/13,1424.0,495.0,43.89,468.2,643.25,16.34,112.1,700.75,83.7
3/9/13,1435.5,498.0,43.82,485.4,636.5,16.47,112.8,696.75,82.82
4/9/13,1397.75,494.0,43.56,468.6,634.25,16.38,112.55,705.0,82.83
5/9/13,1423.0,489.5,43.19,479.5,627.25,16.51,112.55,701.25,82.4
6/9/13,1437.0,491.5,43.36,482.1,635.0,16.79,113.95,708.5,83.24
9/9/13,1404.25,477.25,42.81,465.8,628.75,17.01,113.85,701.5,83.71
10/9/13,1403.75,474.75,42.73,462.5,633.75,17.18,112.35,706.75,84.85
11/9/13,1405.25,479.75,42.65,460.9,635.0,17.17,116.45,708.25,84.8
12/9/13,1442.0,479.0,42.69,480.9,641.75,17.18,116.25,706.75,85.88
13/9/13,1488.75,450.0,42.22,496.2,627.75,17.09,115.55,685.0,85.21
16/9/13,1348.25,456.5,42.13,431.2,641.25,16.94,114.8,689.75,85.0
17/9/13,1342.5,454.0,42.0,428.8,643.0,16.79,111.05,690.25,84.77
18/9/13,1347.75,456.25,42.47,427.0,646.5,16.89,111.3,692.5,85.73
19/9/13,1339.5,459.5,42.71,421.6,657.0,17.17,115.8,702.0,85.34
20/9/13,1315.25,451.0,42.09,413.4,646.25,17.18,114.65,692.75,83.33
23/9/13,1307.75,453.25,41.97,411.1,653.5,17.25,117.05,697.75,83.01
24/9/13,1312.5,448.75,41.84,414.1,658.25,17.42,117.85,705.0,83.43
25/9/13,1321.75,454.75,41.82,418.6,670.5,17.62,117.25,718.25,83.73
26/9/13,1316.75,456.75,41.79,416.4,678.25,17.51,115.65,727.25,84.5
27/9/13,1319.75,454.0,41.51,419.9,683.0,16.87,113.7,731.75,85.66
30/9/13,1282.75,441.5,40.83,409.9,678.5,17.48,113.7,739.5,86.11
1/10/13,1268.0,439.0,40.01,408.5,681.25,18.32,114.1,745.0,84.95
2/10/13,1273.75,439.0,39.12,417.6,686.0,18.51,114.45,754.5,85.22
3/10/13,1288.25,439.25,40.01,427.8,689.25,18.52,115.35,755.5,85.79
4/10/13,1295.0,443.25,39.99,431.3,687.0,18.48,114.4,750.25,85.83
7/10/13,1296.5,449.25,39.65,433.7,694.75,18.59,114.5,756.5,82.57
8/10/13,1288.75,441.75,40.2,428.7,693.5,18.62,115.05,760.5,82.19
9/10/13,1287.75,443.5,40.55,425.2,690.5,18.59,115.25,759.0,81.95
10/10/13,1288.0,438.25,41.04,424.4,685.5,18.72,114.4,755.5,83.17
11/10/13,1266.75,433.25,40.11,422.0,692.25,18.93,116.7,760.25,83.37
14/10/13,1273.0,437.0,40.19,423.2,692.5,19.05,117.0,761.5,83.61
15/10/13,1267.0,443.5,40.66,402.4,685.75,18.7,116.45,756.25,83.71
16/10/13,1276.5,442.75,41.37,403.8,681.5,19.01,115.85,744.75,83.16
17/10/13,1293.25,443.0,41.12,413.0,686.0,19.0,114.7,749.0,83.82
18/10/13,1291.25,441.5,41.68,410.1,705.75,19.5,114.65,768.75,83.11
21/10/13,1303.25,444.0,41.64,415.7,699.75,19.42,112.7,761.25,83.06
22/10/13,1302.25,438.25,41.52,416.1,700.75,19.45,111.95,765.5,82.45
23/10/13,1310.0,442.75,41.5,421.4,701.75,19.28,110.55,770.75,80.69
24/10/13,1309.75,440.25,41.13,426.0,696.5,18.97,110.3,764.25,79.21
25/10/13,1300.0,440.0,40.73,423.5,690.75,19.03,109.1,759.0,79.08
28/10/13,1271.25,430.75,40.36,414.7,681.0,18.91,107.55,750.75,78.65
29/10/13,1279.0,432.0,40.97,410.8,681.25,18.45,106.95,751.75,78.34
30/10/13,1287.5,430.25,41.62,411.8,675.0,18.32,106.85,747.75,77.84
31/10/13,1280.25,428.25,41.33,403.6,667.5,18.32,105.4,740.5,77.18
1/11/13,1266.0,427.25,41.59,394.9,667.75,18.25,105.55,733.5,76.58
4/11/13,1264.0,426.25,41.25,396.9,662.75,18.32,103.7,729.25,75.95
5/11/13,1259.25,425.0,41.15,392.8,656.0,18.26,103.45,722.25,75.94
6/11/13,1263.0,421.25,41.14,396.8,653.25,18.1,101.5,716.5,77.07
7/11/13,1278.75,420.5,40.74,403.8,653.0,18.04,103.95,712.5,76.76
8/11/13,1306.0,426.75,40.24,422.3,649.75,18.08,104.05,708.5,76.88
11/11/13,1308.0,434.75,40.42,422.1,646.25,17.97,103.25,706.25,76.97
12/11/13,1319.25,432.25,40.75,427.7,645.25,17.87,105.8,703.25,77.88
13/11/13,1319.75,429.75,40.96,423.3,645.5,17.8,103.05,702.0,77.97
14/11/13,1317.25,426.5,40.97,424.6,644.75,17.64,102.6,703.0,76.52
15/11/13,1280.5,422.0,40.47,410.5,644.5,17.55,105.75,698.25,77.12
18/11/13,1287.5,412.0,40.11,415.8,642.25,17.75,105.75,694.0,76.37
19/11/13,1276.25,417.75,39.99,408.9,650.25,17.65,104.65,698.5,75.88
20/11/13,1273.75,417.0,40.32,407.0,647.25,17.6,107.35,695.5,75.63
21/11/13,1291.5,423.0,41.54,411.0,648.75,17.51,110.45,694.75,74.79
22/11/13,1319.5,422.25,41.16,427.8,649.5,17.4,107.1,701.75,75.21
25/11/13,1329.25,424.75,40.66,437.2,652.5,17.32,108.1,703.5,76.96
26/11/13,1329.25,418.5,40.35,450.2,646.5,17.3,108.15,704.25,77.85
27/11/13,1320.0,417.25,40.0,445.9,651.25,17.22,107.6,713.0,76.75
28/11/13,1320.0,417.25,40.0,445.9,651.25,17.22,107.6,713.0,76.75
29/11/13,1336.5,415.25,40.22,456.6,655.0,17.15,110.25,713.25,78.14
2/12/13,1321.25,416.5,40.34,447.0,649.75,16.97,109.4,705.0,77.27
3/12/13,1319.75,422.0,39.9,446.1,653.75,16.81,109.55,711.75,77.41
4/12/13,1329.5,425.5,40.14,447.9,647.25,16.68,107.8,709.25,78.02
5/12/13,1328.0,422.75,40.38,446.1,638.0,16.69,105.4,705.0,77.82
6/12/13,1325.5,424.0,40.28,447.3,637.25,16.59,105.8,705.25,79.38
9/12/13,1343.75,428.5,40.05,461.6,639.0,16.55,105.5,703.5,80.36
10/12/13,1338.25,427.5,39.91,464.1,629.5,16.62,109.65,694.5,80.69
11/12/13,1344.0,431.25,40.2,464.6,630.25,16.51,109.1,696.5,82.49
12/12/13,1323.75,428.25,39.8,459.4,622.5,16.3,110.7,669.25,83.06
13/12/13,1327.5,420.5,39.47,462.9,618.25,16.27,114.5,657.0,83.22
16/12/13,1337.75,423.25,39.75,439.0,621.75,16.27,114.7,665.5,83.38
17/12/13,1346.5,426.75,39.31,448.0,619.75,15.96,113.55,660.5,82.95
18/12/13,1324.0,425.0,39.06,441.2,612.75,15.89,115.1,653.75,83.0
19/12/13,1327.0,430.5,39.33,442.1,610.75,16.15,113.75,652.75,83.33
20/12/13,1339.0,433.25,39.44,446.6,613.5,16.45,115.3,657.25,83.15
23/12/13,1328.5,434.25,39.28,444.2,609.5,16.23,115.85,648.5,82.24
24/12/13,1333.75,434.5,39.1,447.4,606.25,16.21,114.75,646.5,83.18
26/12/13,1318.75,426.25,38.87,441.0,606.0,16.29,115.45,644.5,82.89
27/12/13,1331.5,427.5,39.02,445.7,609.0,16.43,116.35,644.25,84.12
30/12/13,1328.25,423.5,38.62,450.3,600.5,16.38,114.7,635.75,84.66
31/12/13,1312.5,422.0,38.82,437.7,605.25,16.41,110.7,640.5,84.64
2/1/14,1287.0,420.5,38.51,423.8,597.0,16.29,111.4,631.25,84.04
3/1/14,1289.25,423.5,38.34,424.5,605.75,16.08,116.35,642.5,82.94
6/1/14,1296.75,427.75,37.87,428.8,605.75,16.08,121.0,644.0,83.63
7/1/14,1299.5,426.0,37.7,434.6,602.5,16.06,117.25,645.25,84.67
8/1/14,1300.75,417.0,37.43,430.6,588.75,15.74,120.9,637.0,83.14
9/1/14,1296.25,412.0,37.74,433.0,584.25,15.48,119.35,639.0,82.81
10/1/14,1303.75,432.75,37.95,435.2,569.0,15.57,120.65,626.0,82.59
13/1/14,1326.75,434.5,37.57,446.9,573.5,15.6,119.85,619.75,83.68
14/1/14,1339.0,431.5,37.4,452.5,579.25,15.49,119.2,632.0,83.73
15/1/14,1318.0,425.75,37.99,434.5,567.75,15.23,117.2,620.5,84.79
16/1/14,1315.0,428.0,38.05,432.0,572.75,15.45,118.35,629.5,86.19
17/1/14,1316.5,424.0,37.74,434.5,563.5,15.22,117.15,623.25,86.8
20/1/14,1316.5,424.0,37.74,434.5,563.5,15.22,117.15,623.25,86.8
21/1/14,1280.5,425.0,38.1,416.5,562.25,15.22,116.2,621.25,88.13
22/1/14,1279.5,426.25,37.84,419.4,561.25,15.03,114.85,624.75,87.84
23/1/14,1277.0,429.0,37.86,418.7,570.0,15.04,115.2,632.25,87.33
24/1/14,1284.75,429.5,37.54,425.7,565.25,15.11,114.4,627.25,87.21
27/1/14,1287.75,431.75,37.06,430.9,563.5,14.8,113.85,622.5,84.25
28/1/14,1285.5,432.0,37.4,428.6,566.0,15.02,114.65,622.0,84.35
29/1/14,1269.25,427.5,37.1,423.3,551.5,14.74,117.1,608.75,85.55
30/1/14,1275.0,433.5,37.07,425.2,553.5,14.99,120.0,610.75,86.03
31/1/14,1282.75,434.0,37.64,426.1,555.75,15.55,125.2,615.5,85.83
3/2/14,1292.75,435.75,37.45,434.0,563.75,15.74,135.95,624.25,85.01
4/2/14,1313.25,441.75,37.71,447.0,584.5,16.06,136.25,646.5,85.4
5/2/14,1316.25,443.25,38.23,442.0,587.5,16.1,143.1,651.25,85.52
6/2/14,1325.75,443.0,38.66,446.0,580.75,15.85,135.75,648.75,86.31
7/2/14,1331.5,444.25,38.56,446.4,577.5,15.73,135.7,649.25,87.47
10/2/14,1325.5,443.0,38.73,444.0,584.75,15.64,136.2,662.75,87.37
11/2/14,1334.75,441.5,38.85,449.2,590.25,15.46,137.15,665.5,88.67
12/2/14,1323.0,440.0,38.99,443.5,587.0,15.81,141.05,663.0,88.37
13/2/14,1344.25,440.5,39.54,452.8,595.5,15.66,139.7,672.75,87.6
14/2/14,1337.5,445.25,39.15,450.0,598.5,15.63,139.9,674.5,87.55
17/2/14,1337.5,445.25,39.15,450.0,598.5,15.63,139.9,674.5,87.55
18/2/14,1361.0,449.5,40.36,456.9,612.0,16.16,152.65,685.75,87.91
19/2/14,1354.25,453.75,40.24,453.0,620.25,16.46,171.75,692.5,86.97
20/2/14,1358.25,455.75,40.57,450.9,616.25,16.33,168.8,691.75,86.37
21/2/14,1370.75,453.0,40.95,455.8,609.75,16.72,168.55,682.75,87.09
24/2/14,1386.5,451.5,40.75,465.9,617.75,17.41,175.6,689.0,87.92
25/2/14,1399.0,455.75,40.58,469.6,615.0,17.34,175.65,690.5,86.22
26/2/14,1407.25,455.5,41.2,468.3,600.0,17.29,177.1,679.0,85.37
27/2/14,1393.5,448.0,40.9,464.0,582.25,17.44,178.75,662.25,86.91
28/2/14,1414.25,457.5,41.52,467.9,599.0,16.47,179.8,677.0,86.59
3/3/14,1407.25,464.0,42.11,461.3,626.75,17.8,192.6,701.25,87.86
4/3/14,1418.0,476.75,43.46,458.8,639.75,17.74,185.15,704.25,88.32
5/3/14,1420.0,475.25,43.18,457.7,637.25,18.23,200.65,703.25,87.9
6/3/14,1437.5,485.75,44.27,458.4,641.5,18.32,194.8,706.25,90.0
7/3/14,1457.5,481.0,44.09,465.0,646.25,18.01,196.05,715.25,91.02
10/3/14,1419.25,472.0,43.64,452.7,645.0,18.22,202.5,704.75,91.56
11/3/14,1411.5,478.0,43.51,452.3,663.25,18.03,205.05,722.0,91.65
12/3/14,1381.75,484.25,43.2,448.3,688.0,17.67,204.8,741.25,92.2
13/3/14,1390.75,484.25,42.77,449.6,679.0,17.82,205.05,730.25,91.68
14/3/14,1376.0,472.25,42.02,449.0,690.25,17.25,197.85,744.0,92.19
17/3/14,1391.75,479.0,41.89,446.6,674.5,17.05,189.9,743.5,92.03
18/3/14,1418.25,486.25,42.27,455.8,692.5,17.14,190.95,763.25,92.93
19/3/14,1431.25,487.75,42.1,462.0,715.75,17.32,185.1,788.25,92.62
20/3/14,1433.75,478.5,41.31,466.5,703.75,17.05,174.15,782.0,92.18
21/3/14,1408.75,479.0,41.02,455.9,693.25,16.83,171.15,771.25,93.31
24/3/14,1425.5,490.0,40.84,462.0,714.5,16.84,176.4,794.5,90.63
25/3/14,1428.0,486.5,40.74,463.7,708.25,16.97,175.3,791.75,94.11
26/3/14,1440.0,484.5,40.73,469.1,696.75,17.36,176.0,771.25,91.66
27/3/14,1436.5,492.0,40.43,470.5,710.5,17.87,176.35,783.75,92.56
28/3/14,1436.5,492.0,40.48,468.4,695.5,17.98,180.6,763.5,93.74
31/3/14,1464.0,502.0,40.42,479.3,697.25,17.77,177.9,764.0,93.52
1/4/14,1484.5,507.5,41.4,482.7,685.25,17.18,175.25,753.5,92.07
2/4/14,1462.25,495.75,40.85,476.5,669.25,16.97,172.7,738.75,91.51
3/4/14,1475.25,500.0,41.67,480.1,676.0,17.18,174.6,744.0,90.98
4/4/14,1473.75,501.75,41.57,479.1,669.75,17.35,185.0,733.75,92.4
7/4/14,1464.25,499.25,41.43,474.3,676.25,16.94,193.35,739.5,90.62
8/4/14,1482.5,507.0,42.11,478.1,681.0,17.16,196.5,741.5,91.79
9/4/14,1495.25,502.25,42.91,482.1,669.0,17.04,199.85,733.25,90.44
10/4/14,1482.25,501.25,42.5,479.5,662.25,17.08,206.1,722.5,89.02
11/4/14,1463.0,498.5,42.1,472.9,660.25,16.8,201.2,719.5,89.02
14/4/14,1476.25,503.0,42.26,479.1,678.75,16.59,204.85,742.0,90.91
15/4/14,1501.25,503.75,42.83,487.4,701.75,16.56,192.15,765.5,89.92
16/4/14,1518.75,497.5,43.71,491.0,688.0,16.92,185.95,754.5,91.04
17/4/14,1514.0,494.75,43.41,488.3,691.25,16.66,201.2,758.0,90.17
21/4/14,1498.75,488.5,43.0,485.7,668.25,16.84,196.7,734.0,89.69
22/4/14,1479.75,496.25,42.74,479.8,673.0,16.99,211.8,741.25,91.01
23/4/14,1468.5,503.5,42.5,478.1,676.5,17.42,212.35,745.75,92.9
24/4/14,1472.0,501.25,42.59,480.2,689.0,17.12,212.45,759.5,92.66
25/4/14,1498.0,507.0,42.92,490.6,700.25,17.2,204.75,775.75,92.95
28/4/14,1508.25,507.75,42.62,496.9,700.25,16.94,198.8,783.25,92.38
29/4/14,1524.0,515.75,42.77,499.9,708.0,17.04,208.9,797.25,94.26
30/4/14,1530.75,514.0,41.88,503.9,713.0,17.24,203.05,809.75,94.14
1/5/14,1473.5,503.25,40.92,486.7,698.75,17.8,201.45,806.25,94.07
2/5/14,1480.75,494.0,41.29,491.2,707.75,17.45,200.6,831.75,94.19
5/5/14,1472.0,503.25,40.98,489.1,721.25,17.47,202.4,838.75,94.62
6/5/14,1464.0,513.0,40.91,486.6,731.75,17.2,199.55,843.0,93.7
7/5/14,1451.0,510.25,40.67,481.3,729.75,17.26,198.4,836.5,91.84
8/5/14,1474.25,513.25,40.94,490.6,726.75,17.24,192.95,832.5,93.05
9/5/14,1501.0,505.0,40.98,497.5,714.0,17.2,180.8,819.0,92.36
12/5/14,1483.75,497.5,40.78,489.5,705.5,17.29,186.1,824.0,91.3
13/5/14,1502.25,503.25,41.0,497.7,700.0,17.8,183.65,824.25,90.93
14/5/14,1496.25,494.75,41.19,497.9,681.0,18.25,180.75,807.5,90.7
15/5/14,1470.25,484.25,41.04,481.4,678.25,18.2,194.15,778.75,90.36
16/5/14,1465.0,483.5,40.75,480.2,674.25,17.91,182.5,767.75,89.82
19/5/14,1485.25,477.25,40.42,490.5,674.5,17.77,180.15,768.75,89.15
20/5/14,1469.75,473.5,40.07,486.7,670.5,17.58,185.7,768.25,89.0
21/5/14,1505.25,474.5,40.47,498.1,664.25,17.44,181.4,761.5,89.29
22/5/14,1518.75,476.75,40.86,501.5,659.25,17.38,181.35,751.75,87.78
23/5/14,1515.5,478.0,40.38,502.6,652.5,17.37,181.9,745.0,86.31
26/5/14,1515.5,478.0,40.38,502.6,652.5,17.37,181.9,745.0,86.31
27/5/14,1488.75,469.75,39.94,494.2,641.0,17.02,179.35,738.25,84.97
28/5/14,1497.75,472.5,39.63,498.5,638.75,17.11,176.15,736.0,84.87
29/5/14,1499.0,469.5,39.41,498.4,632.5,17.48,181.95,730.5,86.15
30/5/14,1493.25,465.75,38.5,500.2,627.25,17.38,177.5,723.0,86.27
2/6/14,1500.5,465.5,38.31,506.0,620.75,17.18,172.35,718.75,86.48
3/6/14,1481.25,458.25,38.35,499.6,612.5,17.19,171.15,707.75,87.36
4/6/14,1482.5,456.25,39.25,496.5,614.5,17.04,170.2,713.5,86.08
5/6/14,1460.5,449.0,38.69,490.6,605.75,16.83,169.15,714.0,85.5
6/6/14,1457.0,459.0,39.01,487.6,618.25,16.92,172.1,735.5,84.78
9/6/14,1457.0,451.0,39.28,482.2,612.5,16.98,165.35,733.75,84.55
10/6/14,1462.5,445.5,38.94,484.5,601.25,16.97,165.65,726.0,86.3
11/6/14,1445.5,441.0,38.42,482.3,589.25,16.81,171.6,704.25,85.51
12/6/14,1415.25,444.0,38.58,469.2,585.25,16.7,171.95,705.5,85.62
13/6/14,1425.75,447.0,39.69,467.9,586.0,17.04,173.7,713.25,86.98
16/6/14,1421.75,441.0,39.5,462.4,581.0,17.1,172.95,708.25,87.65
17/6/14,1398.25,438.75,39.68,450.7,581.75,17.06,169.05,712.5,90.06
18/6/14,1409.0,441.5,40.13,453.2,587.0,17.53,166.75,727.75,91.15
19/6/14,1420.75,450.5,40.61,451.2,593.5,17.94,167.0,729.25,88.36
20/6/14,1415.75,453.25,40.13,459.2,585.25,17.92,173.25,720.75,88.16
23/6/14,1424.75,444.5,40.68,455.8,579.75,17.85,175.1,714.0,87.52
24/6/14,1413.5,443.0,40.97,448.4,571.0,17.81,174.15,705.5,81.81
25/6/14,1415.75,441.0,40.65,451.7,575.5,17.72,179.95,714.0,81.8
26/6/14,1437.0,442.75,40.51,465.5,582.25,17.57,178.8,721.0,80.37
27/6/14,1432.0,443.0,39.98,469.8,585.25,16.85,170.45,726.0,80.89
30/6/14,1400.5,424.25,38.85,458.3,564.75,16.62,173.0,710.5,79.21
1/7/14,1400.0,422.75,38.87,456.1,559.75,17.8,168.3,700.0,77.08
